"","caseid","region","gender","educ","edloan","race","hispanic","employ","marstat","pid7","ideo5","pew_religimp","newsint","faminc_new","union","investor","CC18_308a","CC18_310a","CC18_310b","CC18_310c","CC18_310d","CC18_325a","CC18_325b","CC18_325c","CC18_325d","educ_category","dem_rep"
"166",412925780,3,2,5,2,1,2,1,1,6,3,2,2,11,3,1,2,2,5,3,5,1,1,1,2,"4-yr-Degree +","Republican"
"167",416823935,4,1,2,2,1,2,1,1,1,2,4,1,9,3,1,4,3,3,3,2,2,2,2,1,"< 4-yr-Degree","Democrat"
"168",413160976,3,1,6,1,1,2,1,1,2,3,1,1,7,1,1,4,2,2,2,2,1,1,2,2,"4-yr-Degree +","Democrat"
"169",418890934,3,1,3,2,1,1,3,3,3,2,3,1,11,3,2,4,2,2,2,5,2,2,2,2,"< 4-yr-Degree","Democrat"
"170",417080152,3,1,6,2,1,2,4,1,3,2,4,1,11,3,1,4,2,2,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"171",412278455,4,2,2,2,1,2,5,3,2,3,3,3,7,2,2,3,3,3,3,3,2,1,2,1,"< 4-yr-Degree","Democrat"
"172",411859566,2,2,6,1,1,2,2,1,1,1,4,1,6,1,2,4,2,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"173",413105696,3,1,5,1,3,2,1,1,2,2,2,2,8,1,1,3,3,2,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"174",419282250,4,2,5,2,3,2,1,3,2,2,2,2,11,3,1,4,3,3,3,2,2,2,2,1,"4-yr-Degree +","Democrat"
"175",420160112,1,1,3,2,1,2,2,1,4,4,4,1,6,1,2,4,3,3,3,5,1,2,2,1,"< 4-yr-Degree","Independent"
"176",412855690,1,2,2,2,1,1,7,1,1,3,1,1,5,3,2,4,3,3,2,2,1,1,2,1,"< 4-yr-Degree","Democrat"
"177",412339946,2,2,1,2,1,2,7,1,7,5,2,1,5,3,2,1,3,2,5,5,1,1,1,2,"< 4-yr-Degree","Republican"
"178",416161318,3,2,6,1,4,2,1,5,4,3,1,2,7,3,1,4,NA,NA,NA,3,2,1,2,1,"4-yr-Degree +","Independent"
"179",417892910,3,2,2,NA,1,2,7,1,3,3,1,3,3,3,2,2,2,3,2,3,1,1,2,1,"< 4-yr-Degree","Democrat"
"180",414199241,2,2,2,2,1,2,5,4,1,3,2,4,3,3,2,4,2,5,3,3,2,2,2,2,"< 4-yr-Degree","Democrat"
"181",412345958,3,2,5,2,3,2,9,6,1,2,2,2,4,3,1,4,2,2,2,3,2,1,1,2,"4-yr-Degree +","Democrat"
"182",411854243,3,1,3,2,1,2,1,1,4,3,3,1,3,2,1,3,2,3,2,5,2,1,2,1,"< 4-yr-Degree","Independent"
"183",415752437,1,1,2,2,1,2,5,1,7,5,2,1,7,1,2,1,3,3,3,2,1,1,1,1,"< 4-yr-Degree","Republican"
"184",418065692,2,1,3,2,1,2,6,5,2,2,4,2,2,3,2,2,2,2,2,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"185",413062346,3,1,1,2,1,2,2,3,4,4,2,3,3,3,2,2,2,3,5,5,1,1,2,2,"< 4-yr-Degree","Independent"
"186",416382952,3,2,1,NA,2,2,4,5,1,4,2,3,1,3,2,2,2,5,2,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"187",412274529,2,1,5,1,1,2,1,1,3,2,1,2,10,2,2,4,2,2,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"188",410770153,1,1,6,2,1,2,5,1,1,1,3,1,13,3,1,4,3,3,2,3,2,2,2,1,"4-yr-Degree +","Democrat"
"189",416832977,1,1,5,2,4,2,1,1,4,4,4,2,8,1,1,2,3,5,5,5,NA,1,1,2,"4-yr-Degree +","Independent"
"190",414331667,4,2,5,NA,1,2,1,1,1,3,3,2,9,3,1,3,5,5,5,5,1,1,1,1,"4-yr-Degree +","Democrat"
"191",416257159,4,2,6,1,4,2,1,5,1,2,2,4,11,1,2,4,2,3,3,2,2,2,2,1,"4-yr-Degree +","Democrat"
"192",412273773,2,2,3,NA,4,2,8,5,2,3,1,4,9,3,2,2,3,5,3,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"193",412022635,3,1,5,2,1,2,5,1,7,5,1,1,7,2,2,1,3,2,2,2,1,1,2,1,"4-yr-Degree +","Republican"
"194",415802716,4,2,2,2,3,2,4,1,3,3,2,2,3,3,2,4,5,2,2,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"195",412275442,4,2,5,2,1,2,2,1,1,2,3,3,8,2,1,4,3,3,3,5,2,1,1,2,"4-yr-Degree +","Democrat"
"196",414223923,1,2,2,2,1,2,7,6,4,3,1,4,5,2,2,3,4,4,3,4,1,2,1,1,"< 4-yr-Degree","Independent"
"197",420231612,3,1,4,2,1,2,5,1,7,5,3,1,6,2,1,1,2,3,2,NA,1,1,1,2,"<4-yr-Degree","Republican"
"198",410941943,3,1,6,2,1,2,1,1,3,3,1,1,10,3,1,4,3,2,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"199",416974464,2,2,2,2,1,2,1,1,2,2,2,2,9,2,2,4,2,3,3,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"200",419531882,3,1,5,1,3,2,1,1,3,3,1,2,8,3,1,4,2,5,2,3,2,1,1,1,"4-yr-Degree +","Democrat"
"201",410746773,3,1,5,2,1,2,2,3,7,5,1,1,3,3,1,1,2,3,2,2,1,1,2,1,"4-yr-Degree +","Republican"
"202",410904167,2,1,5,1,1,2,1,1,7,4,1,1,9,3,1,1,2,3,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"203",417352647,4,1,5,2,1,2,1,1,2,2,4,1,10,3,1,4,3,3,3,3,2,1,2,2,"4-yr-Degree +","Democrat"
"204",415242245,2,2,3,NA,2,2,1,5,1,2,2,1,4,2,2,4,2,3,4,3,2,1,1,1,"< 4-yr-Degree","Democrat"
"205",414431857,3,1,5,2,3,2,1,5,4,4,1,1,8,1,1,3,2,2,2,3,1,1,1,1,"4-yr-Degree +","Independent"
"206",413066308,1,1,5,2,7,2,2,1,4,4,3,1,7,3,2,1,2,3,3,3,1,2,2,1,"4-yr-Degree +","Independent"
"207",418197276,3,1,2,2,1,2,1,1,5,4,2,1,8,3,2,1,2,2,2,2,1,2,1,1,"< 4-yr-Degree","Republican"
"208",419611863,2,2,3,1,6,2,2,6,4,2,4,2,5,3,2,4,5,5,3,2,2,2,2,2,"< 4-yr-Degree","Independent"
"209",414518088,3,2,3,2,2,2,2,4,1,3,1,1,7,3,2,4,3,3,3,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"210",412954060,2,2,3,2,1,2,5,1,5,4,2,1,4,3,2,2,2,2,3,2,1,1,1,1,"< 4-yr-Degree","Republican"
"211",414195665,1,2,5,2,1,2,1,5,1,2,4,2,1,3,2,4,3,3,5,5,2,2,2,1,"4-yr-Degree +","Democrat"
"212",412369020,4,1,2,2,1,2,1,3,6,2,4,1,9,2,1,3,3,3,3,3,1,2,2,1,"< 4-yr-Degree","Republican"
"213",417615808,4,2,4,1,1,1,2,1,1,2,2,2,12,3,2,4,2,2,3,3,1,2,2,1,"<4-yr-Degree","Democrat"
"214",412306675,2,1,5,2,1,2,1,1,1,3,2,1,14,3,1,4,2,2,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"215",412899054,4,1,5,1,1,2,1,3,3,3,2,1,7,3,1,4,3,3,3,3,2,1,1,1,"4-yr-Degree +","Democrat"
"216",417130388,3,2,3,1,3,2,1,6,4,3,2,3,6,3,2,4,5,5,3,5,1,1,1,2,"< 4-yr-Degree","Independent"
"217",415325555,2,2,6,2,1,2,5,1,1,1,1,1,12,1,1,4,2,2,3,2,2,1,1,2,"4-yr-Degree +","Democrat"
"218",412873680,1,2,4,1,1,2,7,5,2,2,4,2,3,3,2,4,1,1,1,1,2,2,2,1,"<4-yr-Degree","Democrat"
"219",416553786,2,1,5,2,3,2,1,1,2,3,3,2,4,1,2,3,2,1,1,1,2,1,1,2,"4-yr-Degree +","Democrat"
"220",418251432,3,1,6,1,1,2,1,3,3,2,4,2,6,3,2,3,2,2,2,1,2,2,1,1,"4-yr-Degree +","Democrat"
"221",410940752,4,2,3,2,1,2,7,1,7,5,1,1,3,3,2,1,2,2,2,2,1,2,1,1,"< 4-yr-Degree","Republican"
"222",418299009,3,1,5,1,3,2,6,1,1,2,3,1,6,3,2,4,2,3,2,3,2,2,2,2,"4-yr-Degree +","Democrat"
"223",415924214,3,2,2,NA,1,2,1,5,6,4,1,2,4,3,1,1,2,3,2,3,1,1,2,1,"< 4-yr-Degree","Republican"
"224",414634994,3,2,1,2,1,2,6,5,4,2,4,1,8,3,2,4,2,3,2,2,2,2,1,2,"< 4-yr-Degree","Independent"
"225",415949531,3,1,2,NA,2,2,3,2,4,5,1,3,2,1,2,3,NA,NA,NA,4,2,2,2,1,"< 4-yr-Degree","Independent"
"226",419225499,2,2,5,1,1,2,6,1,5,5,1,1,9,3,1,2,3,3,3,3,1,1,2,1,"4-yr-Degree +","Republican"
"227",419521901,1,1,2,NA,1,2,1,5,6,4,2,2,10,3,1,2,3,5,2,1,2,1,1,1,"< 4-yr-Degree","Republican"
"228",412423118,4,2,3,2,1,2,1,3,1,3,1,2,7,2,1,4,3,2,2,3,2,1,1,1,"< 4-yr-Degree","Democrat"
"229",412957235,4,1,3,2,1,2,5,5,1,2,4,1,3,3,2,4,2,2,2,4,2,1,1,1,"< 4-yr-Degree","Democrat"
"230",419421301,4,1,2,NA,1,2,1,5,1,3,2,3,2,3,1,2,2,5,5,5,1,1,1,1,"< 4-yr-Degree","Democrat"
"231",413491614,1,2,6,2,1,2,1,5,1,1,3,1,9,3,1,4,3,3,3,3,2,2,1,2,"4-yr-Degree +","Democrat"
"232",417353362,3,1,6,2,1,2,5,1,7,4,4,1,8,3,1,1,3,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"233",413621928,1,2,5,1,1,2,1,4,4,3,4,2,5,3,1,2,3,3,3,3,1,1,2,2,"4-yr-Degree +","Independent"
"234",415545619,4,1,3,NA,1,2,2,3,7,3,3,2,4,2,1,1,5,2,3,5,2,2,1,1,"< 4-yr-Degree","Republican"
"235",412354541,1,2,2,1,1,2,2,5,1,1,2,1,2,1,2,3,3,5,2,3,2,1,2,2,"< 4-yr-Degree","Democrat"
"236",413580580,3,1,6,2,4,2,1,1,5,4,1,1,12,3,1,1,3,3,3,2,1,1,1,1,"4-yr-Degree +","Republican"
"237",412341718,4,1,6,2,1,2,1,1,1,1,4,1,15,3,1,4,3,3,3,3,2,2,2,2,"4-yr-Degree +","Democrat"
"238",412468723,3,2,6,2,2,2,1,1,1,1,2,1,12,3,1,4,2,2,2,2,2,2,2,1,"4-yr-Degree +","Democrat"
"239",412936605,3,2,2,2,1,2,2,1,7,5,1,3,2,1,2,2,5,5,5,5,1,NA,NA,NA,"< 4-yr-Degree","Republican"
"240",412297019,1,2,3,2,1,2,5,1,3,3,1,1,2,3,2,4,2,4,2,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"241",420170366,3,2,6,1,1,2,1,5,1,2,1,1,10,1,1,4,3,3,3,3,2,2,2,2,"4-yr-Degree +","Democrat"
"242",420291206,4,1,3,2,2,2,4,5,2,2,3,3,3,3,2,4,3,3,3,5,2,1,1,1,"< 4-yr-Degree","Democrat"
"243",417928575,3,2,5,NA,3,2,7,1,2,3,2,2,7,3,2,3,2,1,2,1,2,1,1,1,"4-yr-Degree +","Democrat"
"244",413659546,4,2,5,2,1,2,1,1,7,4,1,1,9,2,2,1,3,3,3,3,2,2,2,2,"4-yr-Degree +","Republican"
"245",410750912,1,1,5,1,1,2,1,5,7,5,1,2,3,3,1,1,3,3,2,2,1,1,1,2,"4-yr-Degree +","Republican"
"246",412448126,3,2,5,2,1,2,7,1,6,4,1,3,2,3,2,3,1,1,2,5,1,2,2,1,"4-yr-Degree +","Republican"
"247",416204318,1,1,2,2,1,2,5,3,6,4,2,1,6,2,1,2,3,3,2,NA,1,1,1,1,"< 4-yr-Degree","Republican"
"248",412506714,2,1,5,2,1,2,1,1,3,3,4,2,14,3,1,4,2,2,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"249",412872660,4,2,5,2,1,2,4,1,7,5,1,1,9,3,1,2,3,3,3,3,1,2,1,1,"4-yr-Degree +","Republican"
"250",413121467,1,2,5,1,1,2,1,1,3,1,4,1,12,2,1,4,3,3,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"251",412319708,2,2,5,2,1,2,5,3,1,3,3,1,3,2,2,4,5,3,5,5,2,2,2,2,"4-yr-Degree +","Democrat"
"252",417181768,3,2,2,2,1,2,5,1,3,3,1,2,6,3,2,4,5,2,5,2,2,1,2,2,"< 4-yr-Degree","Democrat"
"253",412933152,4,1,5,2,1,2,1,1,1,1,3,1,8,3,2,4,3,3,3,3,2,2,2,1,"4-yr-Degree +","Democrat"
"254",414383640,1,1,2,NA,1,2,4,5,3,3,1,1,4,3,2,2,5,5,5,5,1,1,1,1,"< 4-yr-Degree","Democrat"
"255",413804303,4,2,4,2,1,2,5,4,7,5,2,1,4,3,1,1,2,3,2,5,2,1,1,1,"<4-yr-Degree","Republican"
"256",412540323,3,1,3,2,1,2,6,1,5,5,1,1,4,2,2,1,2,2,2,2,1,2,2,1,"< 4-yr-Degree","Republican"
"257",414468174,1,2,3,NA,1,2,8,5,6,4,2,2,10,3,2,2,2,3,1,5,1,1,1,1,"< 4-yr-Degree","Republican"
"258",420259256,2,2,2,2,1,2,1,1,4,3,1,2,10,3,1,2,3,3,3,2,1,1,1,1,"< 4-yr-Degree","Independent"
"259",412943582,4,1,2,2,1,2,5,1,7,4,1,1,6,3,2,1,2,2,3,2,1,2,1,1,"< 4-yr-Degree","Republican"
"260",410934387,2,2,4,2,1,2,1,3,2,3,2,2,4,3,2,3,5,3,2,3,2,1,1,1,"<4-yr-Degree","Democrat"
"261",412452848,4,1,2,2,1,2,5,1,5,4,2,1,9,2,1,1,3,3,3,2,1,2,1,1,"< 4-yr-Degree","Republican"
"262",412893029,3,2,6,1,1,2,1,5,1,2,2,1,9,3,1,4,2,5,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"263",412350404,3,2,6,2,1,2,6,4,4,4,2,2,3,2,1,2,3,2,2,3,2,2,2,1,"4-yr-Degree +","Independent"
"264",416369140,3,1,2,2,1,2,5,3,5,5,3,2,3,2,2,1,2,2,2,2,1,1,2,1,"< 4-yr-Degree","Republican"
"265",416860151,2,2,4,1,1,2,1,1,1,1,4,1,9,3,1,4,2,2,3,2,1,1,1,1,"<4-yr-Degree","Democrat"
"266",412269951,1,2,6,2,1,2,1,1,1,2,4,1,9,1,1,4,3,3,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"267",414160692,1,1,2,NA,2,2,2,5,3,2,1,2,3,3,2,4,3,3,3,NA,2,2,1,2,"< 4-yr-Degree","Democrat"
"268",414473863,2,2,2,2,1,2,5,1,7,5,1,1,5,3,1,1,2,2,3,2,1,1,1,1,"< 4-yr-Degree","Republican"
"269",414332664,3,1,3,2,2,2,4,5,2,3,2,3,2,3,2,4,2,3,2,2,2,1,1,2,"< 4-yr-Degree","Democrat"
"270",412940299,1,2,3,2,3,2,1,3,2,2,4,2,6,2,2,2,3,3,3,5,2,2,2,1,"< 4-yr-Degree","Democrat"
"271",412512064,3,1,3,1,1,2,5,1,5,3,2,1,12,3,1,3,2,2,2,3,2,2,2,2,"< 4-yr-Degree","Republican"
"272",414227855,1,2,3,1,1,2,1,1,2,2,4,1,7,3,2,4,3,3,5,2,2,1,1,1,"< 4-yr-Degree","Democrat"
"273",414365698,1,2,3,1,1,2,1,5,7,5,2,2,11,3,1,1,3,3,3,5,1,1,2,1,"< 4-yr-Degree","Republican"
"274",412339519,1,2,5,1,1,2,1,1,2,3,3,1,13,3,1,4,3,3,3,3,1,2,2,1,"4-yr-Degree +","Democrat"
"275",417181683,2,2,2,2,1,2,5,1,6,2,1,2,5,3,1,1,5,5,5,5,1,1,1,1,"< 4-yr-Degree","Republican"
"276",415324770,1,2,3,1,1,2,8,5,2,3,4,3,6,3,2,4,3,2,4,4,1,1,2,1,"< 4-yr-Degree","Democrat"
"277",413314979,1,1,4,2,1,2,2,1,7,5,4,1,12,3,1,1,3,2,3,3,1,2,1,1,"<4-yr-Degree","Republican"
"278",412301293,1,1,5,2,1,2,5,1,1,1,4,1,7,1,1,4,3,3,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"279",416412572,2,1,5,2,1,2,1,1,5,3,3,1,12,3,1,3,2,3,3,3,1,1,1,1,"4-yr-Degree +","Republican"
"280",416824499,4,1,2,2,1,2,1,1,5,4,3,1,6,1,2,1,2,2,5,3,1,1,1,1,"< 4-yr-Degree","Republican"
"281",413622202,3,2,5,1,2,2,1,1,1,2,1,1,9,3,2,4,2,3,5,2,2,1,1,1,"4-yr-Degree +","Democrat"
"282",412013435,4,1,2,2,1,2,6,3,1,2,2,2,5,3,2,4,3,3,5,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"283",414543500,3,2,5,2,1,2,1,5,1,2,3,2,9,3,1,4,3,3,3,3,2,1,2,1,"4-yr-Degree +","Democrat"
"284",412519845,3,1,4,1,3,2,6,5,7,5,1,1,2,3,2,2,2,3,2,3,1,1,1,1,"<4-yr-Degree","Republican"
"285",411879915,3,2,6,2,1,2,7,1,7,4,1,1,13,3,1,1,2,2,2,3,1,1,1,1,"4-yr-Degree +","Republican"
"286",414420609,3,2,1,NA,1,2,1,3,7,5,1,3,3,3,2,3,5,5,2,2,2,1,1,1,"< 4-yr-Degree","Republican"
"287",412166647,4,2,5,1,1,2,2,5,3,2,4,2,6,3,2,4,3,3,3,3,2,1,1,1,"4-yr-Degree +","Democrat"
"288",413313070,3,1,1,2,1,2,4,5,4,3,4,1,2,3,2,2,2,3,2,3,1,1,2,1,"< 4-yr-Degree","Independent"
"289",413895996,3,2,4,2,1,2,1,1,7,5,1,1,10,3,1,1,3,2,3,2,1,1,1,1,"<4-yr-Degree","Republican"
"290",419798396,1,1,2,2,1,2,6,6,5,5,4,2,3,3,2,1,3,3,2,2,1,1,1,1,"< 4-yr-Degree","Republican"
"291",412291969,4,1,3,2,1,2,4,5,6,3,1,1,4,3,2,4,2,2,2,1,2,1,2,1,"< 4-yr-Degree","Republican"
"292",412303998,1,2,3,2,1,2,5,1,4,4,1,1,5,3,2,2,2,3,3,3,1,1,1,1,"< 4-yr-Degree","Independent"
"293",413126859,1,2,5,1,4,2,6,5,4,1,3,2,2,3,1,4,2,3,3,3,2,1,1,2,"4-yr-Degree +","Independent"
"294",413497817,4,2,3,2,1,2,1,1,6,3,2,3,2,1,2,2,5,5,5,5,1,1,1,2,"< 4-yr-Degree","Republican"
"295",412374007,2,2,5,2,1,2,1,1,1,2,4,4,7,3,1,4,5,3,2,2,2,1,2,1,"4-yr-Degree +","Democrat"
"296",412012728,3,1,6,2,1,2,2,1,6,3,3,1,15,2,1,2,NA,NA,NA,3,1,1,1,1,"4-yr-Degree +","Republican"
"297",413672292,4,2,5,2,1,2,1,5,5,3,3,1,14,3,1,1,2,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"298",410904812,3,1,5,2,1,2,9,4,4,3,3,2,3,3,2,4,2,3,2,5,2,2,1,1,"4-yr-Degree +","Independent"
"299",412374952,3,1,3,2,1,2,6,3,5,4,1,2,2,3,2,1,3,2,2,2,2,1,2,2,"< 4-yr-Degree","Republican"
"300",415183210,3,2,5,2,2,2,4,5,1,1,2,2,7,3,2,4,2,5,2,3,2,1,1,2,"4-yr-Degree +","Democrat"
"301",414212783,1,1,2,2,1,2,5,1,7,4,3,1,9,3,1,1,3,3,3,3,1,1,1,1,"< 4-yr-Degree","Republican"
"302",410689586,4,1,5,2,1,2,1,1,3,1,4,1,9,3,2,4,3,3,3,2,2,1,2,1,"4-yr-Degree +","Democrat"
"303",414281289,2,2,2,2,1,2,5,1,6,4,1,3,6,3,1,2,2,3,2,5,2,2,2,1,"< 4-yr-Degree","Republican"
"304",414316363,3,2,2,2,1,2,7,1,7,3,2,2,4,3,2,1,2,3,2,2,1,1,1,2,"< 4-yr-Degree","Republican"
"305",412961152,2,1,5,1,1,2,1,5,4,3,4,2,9,3,2,4,2,5,5,5,1,1,2,1,"4-yr-Degree +","Independent"
"306",417015985,3,2,2,2,1,2,5,5,3,1,4,1,3,3,1,4,5,1,5,1,1,1,2,1,"< 4-yr-Degree","Democrat"
"307",414404352,3,1,4,NA,3,2,8,5,4,3,1,3,2,3,2,4,2,5,2,5,1,2,2,2,"<4-yr-Degree","Independent"
"308",415304612,2,2,2,2,1,2,7,5,1,4,1,1,3,3,2,3,3,2,3,5,1,1,2,1,"< 4-yr-Degree","Democrat"
"309",417690718,4,2,3,2,3,2,1,5,5,3,4,3,3,3,2,2,2,2,3,3,1,1,2,2,"< 4-yr-Degree","Republican"
"310",417080826,1,1,5,2,1,2,1,1,5,5,1,1,12,3,1,1,3,3,3,3,1,1,1,1,"4-yr-Degree +","Republican"
"311",417617392,3,1,6,2,1,2,5,1,1,3,3,1,10,3,1,4,2,2,2,2,2,1,2,2,"4-yr-Degree +","Democrat"
"312",414518120,3,2,6,2,1,2,1,1,2,2,4,3,10,3,2,3,2,2,2,3,2,1,1,1,"4-yr-Degree +","Democrat"
"313",413458433,2,2,2,2,1,2,1,1,1,2,1,1,6,2,1,4,2,2,2,2,2,2,2,1,"< 4-yr-Degree","Democrat"
"314",415918483,4,1,5,2,1,2,1,1,4,3,2,1,12,3,2,3,3,3,3,3,1,1,1,1,"4-yr-Degree +","Independent"
"315",412879923,3,1,2,2,1,2,5,1,7,5,1,1,8,2,1,1,2,2,2,2,1,2,2,1,"< 4-yr-Degree","Republican"
"316",412903603,3,1,5,2,1,2,1,5,7,4,3,1,6,3,1,2,2,2,2,2,1,1,1,1,"4-yr-Degree +","Republican"
"317",415194074,2,2,4,NA,1,2,2,5,2,2,4,2,3,3,1,4,2,3,2,2,2,1,1,2,"<4-yr-Degree","Democrat"
"318",413204278,3,2,2,2,1,2,4,6,1,3,3,2,5,2,2,4,2,3,2,3,2,1,1,2,"< 4-yr-Degree","Democrat"
"319",413947690,3,1,4,2,2,2,5,1,1,3,3,2,7,2,2,4,2,2,2,1,2,2,2,1,"<4-yr-Degree","Democrat"
"320",417080443,4,1,2,2,1,2,5,1,7,5,2,1,11,2,1,1,3,3,3,3,1,2,2,1,"< 4-yr-Degree","Republican"
"321",414191558,3,2,2,2,1,2,7,1,3,3,1,4,9,3,2,3,3,2,2,5,1,1,1,2,"< 4-yr-Degree","Democrat"
"322",412354820,2,2,4,2,3,2,1,4,7,4,2,1,8,3,1,2,2,3,3,2,1,2,2,1,"<4-yr-Degree","Republican"
"323",414755789,4,2,2,2,1,2,7,6,5,5,1,1,4,3,2,2,2,5,5,2,1,1,2,2,"< 4-yr-Degree","Republican"
"324",414149158,4,1,3,2,1,2,1,1,6,4,1,1,12,2,1,1,3,3,3,3,1,1,2,1,"< 4-yr-Degree","Republican"
"325",413941833,2,1,2,2,1,2,5,1,5,5,1,1,3,2,2,1,2,3,2,2,2,1,2,2,"< 4-yr-Degree","Republican"
"326",411887164,4,2,3,2,1,2,1,5,7,4,4,1,2,2,2,4,3,3,3,2,2,2,2,1,"< 4-yr-Degree","Republican"
"327",415717357,1,1,5,2,1,2,1,1,6,5,1,1,4,2,1,2,3,3,3,2,1,2,2,1,"4-yr-Degree +","Republican"
"328",417835248,2,1,5,2,1,2,4,1,5,5,1,1,6,2,2,2,2,3,3,2,1,2,2,1,"4-yr-Degree +","Republican"
"329",412282737,3,1,3,2,1,2,6,1,5,5,1,1,7,3,1,1,5,3,3,2,1,1,1,1,"< 4-yr-Degree","Republican"
"330",413501475,3,1,5,2,4,2,1,1,1,2,1,1,8,3,1,4,2,2,2,2,2,1,1,1,"4-yr-Degree +","Democrat"
"331",412873954,1,2,5,2,1,2,2,1,3,1,4,2,9,3,2,4,2,3,3,3,2,1,1,1,"4-yr-Degree +","Democrat"
